name,bio,sponsers,insta-followers,insta-rank,yt-views,yt-rank,funded,paid,backers
Dylan Hane,"Regular,  Age 17,  Sarasota USA",None.,,,,,$0,$0,0
Ethan Epperson,"Goofy,  Age 22,  Portland USA",None.,,,,,$0,$0,0
Gracie Earl,"Goofy,  Age 20,  Sydney AUS","Monster Skatepark, iSkate Australia, Skeleton Key.","5,108","1,025",0,0,$0,$0,0
Ethan Erhardt,"Regular,  Age 14,  Columbus USA",None.,,,,,$0,$0,0
Dylan Hilton,"Goofy,  Age 23,  Oroville USA",None.,"3,742","1,178",0,0,$0,$0,0
Dylan Herman,"Regular,  Age 25,  Lehigh acres  USA",4 5 skateboard apparel.,,,,,$0,$0,0
Dusti Henry,USA,None.,,,,,$0,$0,0
Greg Ellingworth,ZAF,None.,,,,,$0,$0,0
Erik Ellington,"Goofy,   Los Angeles USA","Deathwish, Supra, Thunder, KR3W, Spitfire, Mob Grip, Active, Shake Junt, Brigada Eyewear.",,,,,$0,$0,0
Duane Hicks,"Goofy,  Age 33,  Tacoma USA",Skatetv253.,"1,560","1,842",215,"1,677",$0,$0,0
Dustin Hall,"Regular,  Age 25,  Fayetteville USA","DaVille Skate Shop, Politic Skateboards.",,,,,$0,$0,0
Drew Hoffman,"Goofy,  Age 26,  New Smryna USA","Catalyst Skate Shop, Vendetta Grip, Garage Rats, Padless, Headbuzz Skateboards.","
                ","
                ",,,$0,$0,0
Drake Hendrix,"Regular,  Age 18,  Phoenix USA",AZPX.,,,,,$0,$0,0
DQ Howard,"Age 19,  Atlanta USA",None.,,,,,$0,$0,0
Dylan Hutchins,"Regular,  Age 22,  Phoenix USA",None.,,,,,$0,$0,0
George Evans,"Regular,  Age 35,  Jax Beach USA",InstaRamp.,,,,,$0,$0,0
Dorian Hobbs,"Regular,  Age 20,  PHX USA",None.,,,,,$0,$0,0
Drew Hasselhoff,"Goofy,    USA",None.,,,,,$0,$0,0
Dustin Henry,"Regular,  Age 23,  Calgary CAN","Polar, Spitfire, Anti-Social, Vans, Club Gear.",,,,,$0,$0,0
Dylan Henderson,"Age 13,  Glendale USA",None.,,,,,$0,$0,0
Drew Hetzel,"Regular,  Age 27,  Orlando USA",Catalyst.,,,,,$0,$0,0
Donny Hixson,"Goofy,  Age 25,  Haddonfield USA","Asphalt Yacht Club, Philadelphia Skateboard Supply.","1,950","1,645","9,137","1,106",$215,$215,4
Donta Hill,Los Angeles USA,"Baker, Thunder, Spitfire, Shake Junt, Adidas (flow), Spyder Surf and Skate.",,,,,$0,$0,0
Eric Edwards,"Regular,  Age 22,  Gainesville USA",Myself.,,,,,$0,$0,0
Donald Huyke,BEL,None.,,,,,$0,$0,0
Domenic Hanni,CHE,None.,,,,,$0,$0,0
Dora Horvath,"Goofy,  Age 1,   HUN","Aped Austria, Neff Headwear.",,,,,$0,$0,0
Elizabeth Elizabeth,USA,None.,,,,,$0,$0,0
Donnie Hamilton,Chicago USA,Asylum.,,,,,$0,$0,0
Efe Elver,"Age 27,  Wiesbaden DEU",ing direct.,,,,,$0,$0,0
Edward Emman,"Regular,  Age 18,  Boise USA",None.,,,,,$0,$0,0
Eddie Elguerra aka El Gato,"Regular,  Age 54,  Palm Springs USA","Hosoi, Jimmy Z.","22,996",447,0,0,$0,$0,0
Dominic Hopkins,"Goofy,  Age 15,  Clearwater USA",None.,,,,,$0,$0,0
Don Howley,AUS,None.,,,,,$0,$0,0
Dylan Escoto,"Goofy,  Age 24,  Auburn USA","Milosport (shoutout), Avenue Trucks.","4,066","1,136",0,0,$0,$0,0
Dusty Elmore,"Regular,  Age 18,  Port Vincent USA",None.,,,,,$0,$0,0
Dylan Evans,"Regular,  Age 22,  Vancouver USA",None.,,,,,$0,$0,0
Emanoel Enxaqueca,"Regular,  Age 32,  Rio de Janeiro BRA","Faith Co, Santa Cruz, Crail, Moog, Lixas Hood, TheBox Skateshop, Ademafia.","11,542",682,0,0,$0,$0,0
Dustin Eggling,"Goofy,  Age 29,  Tampa USA",Theories.,"
                ","
                ",,,$0,$0,0
Derek Elmendorf,"Regular,  Age 28,  San Diego USA","Grandeur Skate Shop, Quantum Hardware, Stelth Headwear, Do Good Skateboards.",,,,,$0,$0,0
Deveren Eskin,USA,None.,,,,,$0,$0,0
Emanuel Ewals,"Age 28,  Ulm DEU","Droshky Skateboards, ZOO YORK, VOX Shoes, Ruca Skateshop.",,,,,$0,$0,0
Dennis Enarson,"Age 26,  San Diego USA","Rockstar, Nike, Haro Bikes, Demolition Parts, Oakley, MARKIT Denim, Pusher Mail Order.","148,938",93,"20,447",909,$0,$0,0
Dawson Eldorado,"Regular,  Age 22,  Lincoln USA",None.,,,,,$0,$0,0
Darius Egner,"Regular,  Age 23,  Perth Amboy USA",None.,474,"3,063",0,0,$0,$0,0
Danny Emmett,"Regular,  Age 38,  Glendale USA",None.,,,,,$0,$0,0
Emir Engevold,"Regular,  Age 13,  Trondheim NOR",None.,648,"2,816",0,0,$0,$0,0
Elias Eggen,"Regular,  Age 17,  Trondheim NOR",None.,"1,836","1,691",0,0,$0,$0,0
DD Enongene,"Goofy,  Age 13,  Dallas USA",None.,881,"2,502",0,0,$0,$0,0
Dax Eaton,"Regular,  Age 9,  Mesa USA",None.,,,,,$0,$0,0
Daniel Eliasek,USA,None.,,,,,$0,$0,0
Danny Emery,"Regular,  Age 29,  Gainesville USA",Dark Sky Skateboards.,,,,,$0,$0,0
Daniel Espinoza,"Regular,  Age 26,  Fontana USA","Cliche, Lakai, Active, Autobahn, Grizzly, Royal, Diamond, The Quiet Life, Andale Bearings.","91,032",153,"1,870,125",125,$0,$0,0
Daniel Eraso,"Goofy,  Age 22,  Rahway USA",Underground Skateshop.,,,,,$0,$0,0
David Ethridge,"Regular,  Age 26,  Columbus USA",None.,,,,,$0,$0,0
Donta Harmon,"Regular,  Age 19,  Boynton Beach USA",Koala Skateboard Co..,,,,,$0,$0,0
Daniel Espinoza Hernández,MEX,None.,,,,,$0,$0,0
Daniel Ericson,"Regular,  Age 15,  Salt Lake City USA",None.,,,,,$0,$0,0
Daniel Elmore,"Regular,  Age 27,  Dothan USA",None.,263,"3,372",0,0,$0,$0,0
David Edwards,"Regular,  Age 29,  London GBR",Stoked.,,,,,$0,$0,0
Dane Emerson,"Regular,  Age 21,  Encinitas USA",None.,,,,,$0,$0,0
Craig Edwards,"Regular,  Age 24,  Lawrenceberg USA","Blacklist, Hella Cool, SBC.","1,807","1,700",0,0,$0,$0,0
Clay Edwards,"Regular,  Age 18,  Bowlinggreen USA",None.,,,,,$0,$0,0
Danila Eremin,Saint Petersburg RUS,None.,658,"2,800",0,0,$0,$0,0
Dom Hoffmann,"Regular,  Age 24,  Bloomington USA",None.,,,,,$0,$0,0
Damian Engl,"Regular,  Age 21,  Bressanone ITA","Fakir Shop, deaf chip, blue distribution.",,,,,$0,$0,0
Coleman Edwards,"Regular,  Age 27,  Chicago USA",None.,,,,,$0,$0,0
DJ Hampton,"Regular,  Age 18,  Dallas USA",None.,,,,,$0,$0,0
Dan Estrella,"Goofy,  Age 18,  Sandy USA",Findlay Hats.,,,,,$0,$0,0
Dillon Hartzenberg,"Regular,  Age 22,  Kimberley ZAF",Mom.,,,,,$0,$0,0
Dillon Harper,"Goofy,  Age 16,  Peoria USA",None.,,,,,$0,$0,0
Dillon Hendren,"Regular,  Age 23,  Huntington Beach USA","Fly Paper, Wilshire Clothing, Almost (flow).",,,,,$0,$0,0
Dillon Hensel,"Regular,  Age 22,  Columbus USA",None.,,,,,$0,$0,0
Dillan Harreld,"Goofy,  Age 26,  417 USA",None.,,,,,$0,$0,0
Dallis Elliott,Lacrosse USA,Grandma Marilyn's Quilt Shop.,,,,,$0,$0,0
Devon Halliburton,"Goofy,  Age 15,  Los Angeles USA",None.,493,"3,025",0,0,$0,$0,0
Derick Hohenshilt,"Age 32,  College Park USA",None.,,,,,$0,$0,0
Derek Heinis,"Goofy,  Age 22,  San Antonio USA",None.,,,,,$0,$0,0
Dgk Harris,"Regular,  Age 18,  Lincoin USA",None.,,,,,$0,$0,0
Devin Hines,"Goofy,  Age 20,  Boston USA",None.,,,,,$0,$0,0
Devin Hartwell,"Goofy,  Age 17,  Jamestown USA",None.,,,,,$0,$0,0
Derrick Holmes,New York City USA,None.,,,,,$0,$0,0
Colt Eikleberry,"Regular,  Age 9,  Anthem USA",None.,,,,,$0,$0,0
Derick Howell,"Age 15,  Lox Life USA",None.,,,,,$0,$0,0
Deonte Hanner,Enterprise USA,Brian's Skate Shop.,,,,,$0,$0,0
Daymein Hertenstein,"Regular,  Age 17,  Valley Center USA","Transportation Unit, OJ Wheels, Gullwing Trucks, Huh Bearings, Supra (flow), Grandeur, Captain Fin.","3,403","1,235","10,270","1,078",$0,$0,0
Diana Hernandez Fernandez,"Goofy,  Age 19,  Querétaro MEX","Vientos, Rolling Skateshop.","2,191","1,544",0,0,$0,$0,0
Daylin Howard,Bend USA,None.,,,,,$0,$0,0
Davide Holzknecht,"Regular,  Age 17,  Bolzano ITA","New Balance Numeric, Blast Distribution (Blind), Stance Socks, Sub Skateshop.","1,661","1,772","5,622","1,215",$0,$0,0
Deon Harris,"Age 18,  Dallas USA",None.,,,,,$0,$0,0
Derek Hoholick,"Regular,  Age 23,  Kansas City USA",None.,,,,,$0,$0,0
Davide Hozknecht,"Regular,  Age 17,  Bolzano ITA",None.,,,,,$0,$0,0
David Haffsteinsson,Los Angeles USA,"Pharmacy, Adidas, Ashbury, Hex, Rookbrand.",,,,,$0,$0,0
Deangelo Harris,"Goofy,  Age 27,  Columbus USA",None.,,,,,$0,$0,0
DeAndre Hunter,"Regular,  Age 22,  New York USA",None.,714,"2,701",0,0,$0,$0,0
Derek Hanlon,"Goofy,  Age 25,  Boston USA",Eastern Boarder.,,,,,$0,$0,0
David Hall,"Goofy,  Age 18,  Denver USA",None.,,,,,$0,$0,0
David Hedges,"Goofy,  Age 28,  Lincoln USA",None.,,,,,$0,$0,0
Dave Headson,"Regular,  Age 51,  Lakeland USA","Headson's Hardwood Floors, Coyle Chiropractic.","
                ","
                ",,,$0,$0,0
Darrius Hutton,"Regular,  Age 20,  Oklahoma City USA",None.,,,,,$0,$0,0
David Horvath,USA,None.,,,,,$0,$0,0
Dave Hackett,"Goofy,  Age 56,  Malibu USA","Black Leather Racing (BLR), Indy, Osiris, Aerial, Nitro.",,,,,$0,$0,0
Darin Howard,SF USA,Real Team Manager.,"4,797","1,053",0,0,$0,$0,0
Daquantas Howard,"Regular,  Age 17,  Lake Fairfax USA",None.,,,,,$0,$0,0
David Herrera,USA,None.,,,,,$0,$0,0
Danny Hamaguchi,"Regular,  Age 27,  Ohau USA","Girl, Gold, HUF, Grizzly, Diamond, Quiet Life, APB Skate Shop.",,,,,$0,$0,0
Dave Hughes,"Regular,  Age 25,  Whitby CAN",None.,,,,,$0,$0,0
Derek Holmes,"Goofy,  Age 26,  Manhattan USA","OJ Wheels, DC, El Senor, Arizona ice tea.","2,218","1,537","4,017","1,286",$0,$0,0
Danny Harrison,"Goofy,  Age 18,  Hennryetta USA","Knowledge Skateboards, Quickie Mart Skateshop.",620,"2,862",0,0,$0,$0,0
Danny Hobgood,"Regular,  Age 24,  Clearwater USA","Define, 688.",,,,,$0,$0,0
Daniel Hill aka Dahboy,"Goofy,  Age 22,  Arlington USA",None.,,,,,$0,$0,0
Darrell Harris,"Goofy,  Age 18,  Bakersfield USA",Get Familiar.,,,,,$0,$0,0
Daniel Harris,"Goofy,  Age 16,  Adelaide AUS",None.,439,"3,116",0,0,$0,$0,0
Dante Hernandez,MEX,None.,,,,,$0,$0,0
Dana Holman,"Regular,  Age 15,  Oceanside USA","Virgils Rootbeer, Plain Skateboards, Far Out Sunglasses.","1,496","1,885",0,0,$0,$0,0
Damontra Henderson,"Goofy,  Age 22,  Houston USA",None.,,,,,$0,$0,0
Damien Hogan,"Goofy,  Age 14,  Ashboro USA",None.,,,,,$0,$0,0
Damian Hopkins,"Goofy,  Age 12,  Clearwater USA",None.,,,,,$0,$0,0
Daniel Hare,"Regular,  Age 26,  Columbia USA","Blue Tile, Toys R Us, Hershey's.",,,,,$0,$0,0
Daniel Hill,"Regular,  Age 22,  Wales GBR","Love of Skate, Carve Wiked.",,,,,$0,$0,0
Dalton Hughes,"Regular,  Age 20,  Tampa USA",Tampa Reject.,,,,,$0,$0,0
David Hess,"Regular,  Age 27,  Winchester USA",None.,,,,,$0,$0,0
Dalton Hausman,"Regular,  Age 15,  Houston USA",None.,,,,,$0,$0,0
Christian Estrada,"Goofy,  Age 23,  Madrid ESP",None.,"4,966","1,039","12,740","1,030",$0,$0,0
Christian Elizondo,"Regular,  Age 27,  Santiago CHL","DC Shoes Chile, Sketchy Skateboards, Clinica Meds, Venture Trucks, Shangri-LA.",,,,,$0,$0,0
Christian Etherton,"Goofy,  Age 18,  Glendale USA",None.,,,,,$0,$0,0
Danny Hamilton,"Regular,  Age 23,  Portland USA",One Way Skate Shop.,,,,,$0,$0,0
Chris Enwright,AUS,None.,,,,,$0,$0,0
Chris English,"Goofy,  Age 26,  Kansas City USA",None.,,,,,$0,$0,0
Chris Eggert,"Age 19,  Colorado Springs USA",None.,,,,,$0,$0,0
Chase Espinosa,"Goofy,  Age 21,  Tampa USA",None.,"
                ","
                ",,"
                ",$0,$0,0
Cian Eades,"Regular,    USA","Jart, DC Shoes, Desert Crew.",,,,,$0,$0,0
Chance Eldridge,Santa Clarita Valley USA,None.,"11,396",685,0,0,$0,$0,0
Christopher Elliot,"Regular,  Age 20,  Sacramento USA",None.,,,,,$0,$0,0
Chad Elliot,"Goofy,  Age 25,  Edmond USA",None.,,,,,$0,$0,0
Clarence Emmons,"Goofy,  Age 44,  Atlanta USA","Stratosphere, Deck Specks.",,,,,$0,$0,0
Chase Effertz,"Regular,  Age 13,  Glendale USA",None.,,,,,$0,$0,0
Cedric Easley,"Goofy,  Age 14,  Lithia USA",None.,,,,,$0,$0,0
Carlos Eduardo Braz,Santo Andre BRA,None.,,,,,$0,$0,0
Carlos Eduardo Araujo Fonte,BRA,None.,,,,,$0,$0,0
Cameron Ellison,"Goofy,  Age 25,  McDonough USA","Hazard County, Andy Odom.",,,,,$0,$0,0
Daniel Hunte,"Regular,  Age 20,  St James BRB","Irie One Skateboards & Apparel, Mondo Skate Shop.",299,"3,327",0,0,$0,$0,0
Brentley Everette,"Regular,  Age 28,  Seguin USA",None.,,,,,$0,$0,0
Cesar Estrada,San Diego USA,"Blind (flow), Theeve (flow), Slappys Garage Skateshop, Laced Headwear, HuH Hardware, ABG Clothing.",,,,,$0,$0,0
Brenon Elledge,"Regular,  Age 20,  Virginia Beach USA",None.,,,,,$0,$0,0
Carlie Eastwood,"Goofy,  Age 9,  New Smyrna Beach USA",None.,,,,,$0,$0,0
Carlos Espinosa Alvarez,"Age 18,  Colima MEX",None.,,,,,$0,$0,0
Cameron Epperson,"Goofy,  Age 7,  Kansas City USA",None.,,,,,$0,$0,0
Brandon Everson,"Goofy,  Age 21,  Sandusky USA",Apache Pine Pleb Skate.,766,"2,632",0,0,$0,$0,0
Brian Elliott,USA,None.,,,,,$0,$0,0
Brandon Elliott,"Regular,  Age 25,  San Antonio USA",None.,,,,,$0,$0,0
Blake Egan,"Goofy,  Age 25,  Minneapolis USA",None.,,,,,$0,$0,0
Brian Ehinger,"Age 43,  Peoria USA",None.,,,,,$0,$0,0
Blade Eckenrode,"Regular,  Age 22,  Buffalo USA",None.,,,,,$0,$0,0
Brendan Earl,"Regular,  Age 20,  Seattle USA",None.,,,,,$0,$0,0
Brayson English,"Goofy,  Age 15,  Las Vegas USA",None.,,,,,$0,$0,0
Bradley Elias,"Goofy,  Age 23,  Fresno USA","Mystery (flow), Board Room, Vans (flow).",,,,,$0,$0,0
Austin Edwards,"Age 20,  Wichita USA",None.,,,,,$0,$0,0
Athuman Evarist,"Regular,  Age 24,  Dodoma TZA",None.,"1,119","2,211",0,0,$0,$0,0
David Hart,"Regular,  Age 12,  Gainesville USA",None.,,,,,$0,$0,0
Beck Erskine,"Goofy,  Age 12,  Asheville USA",Flipside & RAD skatepark.,,,,,$0,$0,0
Arian Estehmami,"Goofy,  Age 20,   IRN",Tsixty Skateboarding.,"2,509","1,432",86,"1,751",$0,$0,0
Ben Elliot,"Goofy,  Age 13,  Houston USA",None.,,,,,$0,$0,0
Ayoub Elmrabet,ESP,Louw.,,,,,$0,$0,0
Anthony Eyes,"Regular,  Age 22,  Houston USA",None.,,,,,$0,$0,0
Antuan Encarnacion,USA,None.,,,,,$0,$0,0
Austin England,Tampa USA,Artwar.,"9,488",774,0,0,$0,$0,0
Asher Eastwood,"Regular,  Age 5,  New Smyrna Beach USA",None.,,,,,$0,$0,0
Austin Engel,"Goofy,  Age 30,  Denver USA",None.,,,,,$0,$0,0
Andrew Evans,"Regular,  Age 19,  Ocala USA",None.,,,,,$0,$0,0
Anddy Entrena,"Regular,  Age 28,  Miami USA","Dasé Clothing, Top Tier Skateshop, Chico's Marked 4 Life.","2,721","1,373","2,637","1,368",$0,$0,0
Ali Osman Ensar,"Age 24,  Bursa TUR","Vans, Noire, Theeve, Bones.",,,,,$0,$0,0
Alex Eddlemon,"Goofy,  Age 10,  Knoxville USA",None.,,,,,$0,$0,0
Andrew Evans (Seattle),"Regular,  Age 18,  Seattle USA",None.,,,,,$0,$0,0
Andrew Edge,"Regular,  Age 26,  Atlanta USA","Ruin Skate Shop, Bender.",,,,,$0,$0,0
Anthony Estrada,"Goofy,  Age 24,  Ontario USA","Silika, Plan B, Globe, FKD Bearings, High Life USA, Globe.",,,,,$0,$0,0
Adam Effertz,USA,creature.,,,,,$0,$0,0
Andrew English,"Regular,  Age 19,  Newport Beach USA",None.,"1,020","2,328",0,0,$0,$0,0
Adam Eckert,"Goofy,  Age 23,  Phoenix USA",None.,,,,,$0,$0,0
Dakota Hilligoss,"Regular,  Age 19,  Lakeland USA",Ultra Slappy Wax.,"1,769","1,716",0,0,$0,$0,0
Daiki Hoshino,JPN,None.,,,,,$0,$0,0
Andrew Ellison,"Regular,  Age 26,  Minneapolis USA",Cal Surf.,,,,,$0,$0,0
Adam Emery,"Regular,  Age 26,  Modesto USA","ACE Trucks, The Santa Cruz Boardroom, Supra (flow), KR3W (flow).",,,,,$0,$0,0
Dadi Haraldsson,"Goofy,  Age 27,  Reykjavik ISL","Brim Skate Shop, Silence skateboards.",326,"3,295","8,042","1,145",$0,$0,0
Anthony Escoffery,"Goofy,  Age 23,  Apopka USA",None.,,,,,$0,$0,0
Aaron Estrella,"Regular,  Age 15,  Goodyear USA",None.,,,,,$0,$0,0
Cristian Holloway,"Goofy,  Age 19,  Santiago CHL",None.,,,,,$0,$0,0
Andy Evans,"Regular,  Age 24,  Liverpool GBR","The National, New Balance, Lost Art.",,,,,$0,$0,0
Dachon Haynes,"Goofy,  Age 22,  Inglewood USA",None.,,,,,$0,$0,0
Curtis Hartshorn,"Goofy,  Age 26,  Whitby CAN","Chance Skate Boards, Converse, Switch Skate Shop.",,,,,$0,$0,0
Craig Horne,"Regular,  Age 24,  Tampa USA",None.,,,,,$0,$0,0
Aiden Erhardt,"Regular,  Age 16,  Columbus USA",None.,,,,,$0,$0,0
Corey Huber,"Regular,  Age 28,  Waynesboro USA","Pitcrew, Terror of Planet X, DVS, Spitfire, Thunder.","1,998","1,621","31,011",802,$0,$0,0
Dakota Hunt,"Regular,  Age 20,  Palm Bay USA","Welcome, Volcom, Bronson, Independent.",,,,,$0,$0,0
Corbin Harris,"Regular,  Age 34,  Sydney AUT","ACE, Nike SB, Red Bull, General Pants Co, Alta Wheels.",,,,,$0,$0,0
D'on Harris,"Goofy,  Age 29,  Austin USA",None.,,,,,$0,$0,0
Cristian Huerta,"Goofy,  Age 29,  Mexico City MEX","Vans Mexico, Beat Skateboards, Hysteria Trucks, ARRE! Bearings, Gato Negro Griptape, DIV Clothing, Classic Caps.","7,519",857,0,0,$0,$0,0
Corey Hutto,"Regular,  Age 24,  Aiken USA",None.,,,,,$0,$0,0
Connor Hemmingway,"Age 13,  Jacksonville USA","Hemnasty(HNB), Mr Bikes and Boards.",,,,,$0,$0,0
Conor Holiday,"Goofy,  Age 25,  Tempe USA",Earnhardt Ford.,,,,,$0,$0,0
Corey Haupt,"Regular,  Age 31,  Cleveland USA",None.,,,,,$0,$0,0
Corbin Hindery,"Regular,  Age 24,  Portland USA",None.,,,,,$0,$0,0
Connor Harris,"Regular,  Age 15,  Glendale USA",None.,,,,,$0,$0,0
Connor Hinshaw,"Regular,  Age 18,  Glenwood USA",None.,,,,,$0,$0,0
Connor Hutchinson,"Regular,  Age 23,  Tempe USA",None.,,,,,$0,$0,0
Connor Hunger,"Regular,  Age 15,  Sarasota USA","payne park, sk8skool, compound, L.O.T.H..",,,,,$0,$0,0
Collin Hanson,"Goofy,  Age 11,  Salt Lake City USA",None.,,,,,$0,$0,0
Collin Hyon,Breckenridge USA,Pope Skateboards.,,,,,$0,$0,0
Colin Handley,Bend USA,None.,,,,,$0,$0,0
Connor Hemingway,"Regular,  Age 13,  Jax USA","hnb, hemnasty bmx.",,,,,$0,$0,0
Collin Hale,"Goofy,  Age 31,  Underhill USA","Talent Skate Park and Shop, Warco Skateboards.",,,,,$0,$0,0
Cole Hosman,"Goofy,  Age 15,  Mokena USA",None.,"4,638","1,069",0,0,$0,$0,0
Colton Hanson,"Goofy,  Age 15,  Tucson USA",None.,,,,,$0,$0,0
Colin Hagen,"Goofy,  Age 21,  West Allis USA",None.,,,,,$0,$0,0
Connor Harrington,"Regular,  Age 23,  Perth AUS","Beyond, Folklore Skateboards.",,,,,$0,$0,0
Colt Hall,"Regular,  Age 29,  Nashville USA",None.,,,,,$0,$0,0
Cole Hacker,"Regular,  Age 22,  Ajax CAN","Switch Skate And Snow, Converse Cons, Wolf Grip, Karat Hardware.","1,052","2,295","9,229","1,105",$0,$0,0
Cody Hunnicutt,"Goofy,  Age 13,  Gallatin USA","Hyperlite Midsouth, TNT Watersports, Say I Won't, Music City Autoplex.","1,549","1,850",0,0,$0,$0,0
Cole Hocking,Leesburg USA,None.,,,,,$0,$0,0
Cody Hewitt,"Regular,  Age 24,  Sacramento USA","Lurk Hard, Pizza Skateboards, PLA Skateshop.",,,,,$0,$0,0
Aaron Erhardt,"Regular,  Age 14,  Columbus USA",None.,,,,,$0,$0,0
Corentin Hue,USA,None.,,,,,$0,$0,0
Clyde Hooper,"Regular,  Age 7,  Austin USA",None.,,,,,$0,$0,0
Cobe Harmer,"Goofy,  Age 18,  Atlanta USA",None.,,,,,$0,$0,0
Cole Harms,"Regular,  Age 21,  Oviedo USA",None.,,,,,$0,$0,0
Clay Horne,Ozark USA,None.,,,,,$0,$0,0
Christopher Handy,"Regular,  Age 16,  Buffalo USA",None.,,,,,$0,$0,0
Christopher Handey,"Regular,  Age 16,  Buffalo USA",None.,,,,,$0,$0,0
Christoph Hemmo,"Goofy,  Age 32,  Halle Saale DEU",Schotterflechte.,109,"3,565","3,097","1,338",$0,$0,0
Cody Heil,"Regular,  Age 24,  Lawrenceburg USA","Blacklist Boardshop, Instrument Skateboards,  Nike SB (flow).","1,323","2,024","2,743","1,361",$0,$0,0
Christian Hosoi,"Regular,  Age 49,  Huntington Beach USA","Hosoi Skates, Independent Trucks,Vans, Evoke, Pro Tec, Penny, Diamond, Stance, Ollo Clip.","189,991",62,"185,265",462,$0,$0,0
Chrissy Hellstern,"Age 18,  Freiburg DEU","Boardshop Freiburg, Etnies (flow).",,,,,$0,$0,0
CJ Hendrix,"Regular,  Age 35,  Seattle USA",None.,,,,,$0,$0,0
Christian Hanna,"Goofy,  Age 18,  Atlanta USA","PRETTYSB, NationHeadWear, 5boro SkateBoards, Etnies (Flow), KlassicCo Clothing.","1,302","2,044",0,0,$0,$0,0
Chrispy Howard,"Regular,  Age 27,  Washington DC USA",None.,,,,,$0,$0,0
Christian Henry,"Regular,  Age 19,  Margate USA","Island Water Sports , Vans (flow) , Shake Junt , Deathwish (flow) , Arcade Belts , Ramp 48 Skatepark.","3,064","1,308",0,0,$0,$0,0
Chris Herrera,"Regular,  Age 23,  Rosemead USA",Active West Covina.,,,,,$0,$0,0
Christian Hauer,"Regular,  Age 13,  New Smyrna Beach USA",Red Dog Surf Shop.,,,,,$0,$0,0
Chris Hamilton,"Regular,   Linköping SWE",American Nomad Skateboards. Bill Danforth.,217,"3,445",712,"1,533",$0,$0,0
Christian Hiser,"Regular,  Age 19,  Phoenix USA",None.,,,,,$0,$0,0
Chris Haslam,"Goofy,  Age 36,  Vancouver CAN","Almost, Independent Trucks, Bones Wheels, Vestal, Dakine, Globe, Swiss, Gypsy Grip, Leftover Hardware, Sitka Clothing.","177,794",71,"3,225,376",67,$0,$0,0
Chris Harris,"Goofy,  Age 22,  Cleveland USA",Steezy Grip.,,,,,$0,$0,0
Cheyenne Hehr,"Regular,  Age 25,  Vancouver USA",None.,,,,,$0,$0,0
Chaz Hassaàll,"Regular,  Age 6,  Woolooware AUS",None.,,,,,$0,$0,0
Chris Hatten,"Goofy,  Age 21,  Melbourne USA",Ollie Crate Skateboards.,322,"3,301",0,0,$0,$0,0
Chase Hidalgo,"Regular,  Age 18,  Baton Rouge USA",None.,,,,,$0,$0,0
Chris J Harris,"Regular,  Age 19,  Denver USA",None.,,,,,$0,$0,0
Chino Henry,"Goofy,  Age 21,  Atlanta USA",None.,,,,,$0,$0,0
Charlotte Hym,"Regular,  Age 24,  Paris FRA","Snowbeach Skateshop, Nike SB, Jart Skateboard, Aperock cafe, Mosaic Bearings.","2,356","1,495","5,128","1,234",$0,$0,0
Charlie Hobbies,"Regular,  Age 49,  Bandung IDN","Hobbies Skate Shop, Asian Skateboarding Association.",,,,,$0,$0,0
Chris Henderson,"Regular,  Age 25,  Campbell USA","Nor Cal, Ace, Bones (flow), Roughneck Hardware.",,,,,$0,$0,0
Charlie Hartman,"Goofy,  Age 27,  Victorville USA","Pharmacy, Hurt Life Skateboards.",,,,,$0,$0,0
Charles Hynson,"Regular,  Age 18,  Centralville USA",None.,,,,,$0,$0,0
Chris Howard,"Regular,  Age 27,  Washington USA","Palace 5, Huf (flow), Grand National Skateboards.",,,,,$0,$0,0
Chance Harmer,"Regular,  Age 22,  Columbus USA",None.,,,,,$0,$0,0
Cory Hawks,"Regular,  Age 12,  Camp Verde USA",None.,,,,,$0,$0,0
Cayden Hooper,"Age 13,  Daytona USA",None.,,,,,$0,$0,0
Chad Hazeltin,"Goofy,  Age 22,  Kennesaw USA",None.,,,,,$0,$0,0
Cass Hecht,St Louis USA,"Future Skate, Water Boyz.",,,,,$0,$0,0
Chance Hogue,"Regular,  Age 23,  Belair USA","DeathWish Skateboards, Thunder Trucks, Spitfire Wheels, Dimebag Bearings, Skatology Board Shop.",,,,,$0,$0,0
Charlotte Heath,"Goofy,  Age 10,  Dromana AUS","OCD Skateshop, Globe.","1,023","2,324",0,0,$0,$0,0
Chris Ho,"Goofy,  Age 19,  Las Vegas USA",None.,,,,,$0,$0,0
Carter Howard,"Regular,  Age 23,  Fairfax USA",None.,,,,,$0,$0,0
Casey Hallman,"Regular,  Age 24,  Aiken USA",None.,,,,,$0,$0,0
Chase Hightower,"Regular,  Age 17,  Loganville USA","Klassic Clothing, DSG 47.",752,"2,654",383,"1,617",$0,$0,0
Catherine Lineth Hernández Lozano,"Age 18,  Chihuahua MEX",None.,,,,,$0,$0,0
Carlos Hidalgo,"Goofy,  Age 24,  Chiapas MEX",LKL Skateshop.,,,,,$0,$0,0
Cayden Hubbard,"Age 15,  Temecula USA",Secret BMX.,788,"2,606",0,0,$0,$0,0
Carson Hemingway,Jacksonville USA,None.,,,,,$0,$0,0
Carell Harvey,"Regular,  Age 28,  Detroit USA",None.,,,,,$0,$0,0
